Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
75692-9,,Gagandeep,Regular,FALSE,75692,Regular,9,2,0,1440,F05-10'-3RD FL,SP18369-WWR-SL-750-80-35-L-10'-W-UNV-DP-1-TG9,24.01.2019,18,Machine Shop Started,Akamai 3rd Floor,,,,FALSE,,A - Regular,"4,10",2,8,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.3,0:16:23,9,720,2,18,1440,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,WWR-SL-750-80-35-L-10'-W-UNV-D,WWR,
75692-10,,Gagandeep,Regular,FALSE,75692,Regular,10,2,0,2016,F05-14'-3RD FL,SP18369-WWR-SL-750-80-35-L-14'-W-UNV-DP-1-TG9,24.01.2019,26,Machine Shop Started,Akamai 3rd Floor,,,,FALSE,,A - Regular,"4,10",4,12,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.433333333,0:23:40,6.5,504,4,26,2016,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,,,WWR-SL-750-80-35-L-14'-W-UNV-D,WWR,
75692-11,,Gagandeep,Regular,FALSE,75692,Regular,11,1,0,3010,"F04A-26'10-11/16""X13'3-7/16""-3RD FL","SP18435(2)-BMPRLED-OPRO(158°)-750-80-35-RG3-40'2 1/8""-C(BLK)-UNV-DP-1-DS-TS(2)-C(127° ANGLED END)",16.01.2019,39.35,Machine Shop Started,Akamai 3rd Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",5,11,,,,NO,Machine Shop Started,#NAME?,01.01.2020,,0,1,Partial Order,0,FALSE,0,- ,0.655833333,0:35:49,7.87,602,5,39.35,3010,,- ,- ,Machine Shop Started,,0,5,,FALSE,FALSE,ToDo,,BMPRLED-OPRO(158°)-750-80-35-R,BMPRLED,
75692-13,,Gagandeep,Regular,FALSE,75692,Regular,13,1,0,2150,"F04-25'8-13/16""X3'10-3/8-03-41N","BMPRLED-OPRO(265°)-750-80-35-RG3-29'7 1/16""-W-UNV-DP-1-TG9-TS(2)",16.01.2019,28.53,Machine Shop Started,Akamai 3rd Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",4,8,,,,NO,Machine Shop Started,#NAME?,01.01.2020,,0,1,Partial Order,0,FALSE,0,- ,0.4755,0:25:58,7.1325,537.5,4,28.53,2150,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,ToDo,,"BMPRLED-OPRO(265°)-750-80-35-RG3-29'7 1/16""-W-UNV-DP-1-TG9-TS(2)",BMPRLED,
75746-1,,Gagandeep,Regular,FALSE,75746,Regular,1,7,0,1316,F01-4'-10TH FL,SP18275-BMRLED-550-80-35-FL-4'-W-UNV-DP-1-TG9,21.01.2019,21.98,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",7,7,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.366333333,0:20:00,3.14,188,7,21.98,1316,,- ,- ,Machine Shop Started,,0,7,,FALSE,FALSE,,,BMRLED-550-80-35-FL-4'-W-UNV-D,BMRLED,
75746-2,,Gagandeep,Regular,FALSE,75746,Regular,2,25,0,7050,F01-6'-10TH FL,SP18275-BMRLED-550-80-35-FL-6'-W-UNV-DP-1-TG9,21.01.2019,152.25,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",25,50,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,2.5375,2:18:33,6.09,282,25,152.25,7050,,- ,- ,Machine Shop Started,,0,25,,FALSE,FALSE,,,BMRLED-550-80-35-FL-6'-W-UNV-D,BMRLED,
75746-3,,Gagandeep,Regular,FALSE,75746,Regular,3,11,0,4136,F01-8'-10TH FL,SP18275-BMRLED-550-80-35-FL-8'-W-UNV-DP-1-TG9,21.01.2019,66.99,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",11,22,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,1.1165,1:00:58,6.09,376,11,66.99,4136,,- ,- ,Machine Shop Started,,0,11,,FALSE,FALSE,,,BMRLED-550-80-35-FL-8'-W-UNV-D,BMRLED,
75746-4,,Gagandeep,Regular,FALSE,75746,Regular,4,5,0,2350,F01-10'-10TH FL,SP18275-BMRLED-550-80-35-FL-10'-W-UNV-DP-1-TG9,21.01.2019,43.35,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",5,15,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.7225,0:39:27,8.67,470,5,43.35,2350,,- ,- ,Machine Shop Started,,0,5,,FALSE,FALSE,,,BMRLED-550-80-35-FL-10'-W-UNV-,BMRLED,
75746-5,,Gagandeep,Regular,FALSE,75746,Regular,5,1,0,432,F05-6'-10TH FL,SP18369-WWR-SL-750-80-35-L-6'-W-UNV-DP-1-TG9,11.02.2019,7,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,"1,4,7",1,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.116666667,0:06:22,7,432,1,7,432,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,WWR-SL-750-80-35-L-6'-W-UNV-DP,WWR,
75746-6,,Gagandeep,Regular,FALSE,75746,Regular,6,1,0,576,F05-8'-10TH FL,SP18369-WWR-SL-750-80-35-L-8'-W-UNV-DP-1-TG9,11.02.2019,7,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,"1,4,7",1,3,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.116666667,0:06:22,7,576,1,7,576,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,WWR-SL-750-80-35-L-8'-W-UNV-DP,WWR,
75746-7,,Gagandeep,Regular,FALSE,75746,Regular,7,1,0,720,F05-10'-10TH FL,SP18369-WWR-SL-750-80-35-L-10'-W-UNV-DP-1-TG9,11.02.2019,9,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,"1,4,7",1,4,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.15,0:08:11,9,720,1,9,720,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,WWR-SL-750-80-35-L-10'-W-UNV-D,WWR,
75746-8,,Gagandeep,Regular,FALSE,75746,Regular,8,1,0,1440,F05A-6'-10TH FL,SP18369-WWR-SL-750-80-35-L-20'-W-UNV-DP-1-DS,11.02.2019,4,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,"1,4,7",2,7,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.066666667,0:03:38,2,720,2,4,1440,,- ,- ,Scheduled/Released,,0,2,,FALSE,FALSE,,,WWR-SL-750-80-35-L-20'-W-UNV-D,WWR,
75746-9,,Gagandeep,Regular,FALSE,75746,Regular,9,1,0,675,"F04-10' 3/4""-10-04F","BMPRLED-750-80-35-RG3-10' 3/4""-W-UNV-DP-1-TG9-TS(1)",21.01.2019,9.28,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"4,12",1,3,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-10' 3/4""-W-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-10,,Gagandeep,Regular,FALSE,75746,Regular,10,1,0,675,"F04-10'2""-10-07R","BMPRLED-750-80-35-RG3-10'2""-W-UNV-DP-1-TG9-TS(1)",21.01.2019,9.28,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"4,12",1,3,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-10'2""-W-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-11,,Gagandeep,Regular,FALSE,75746,Regular,11,1,0,1630,"F04-13'-11/16""X9'5 13/16""-10-15L","BMPRLED-OPRI(1)-750-80-35-RG3-22'6 9/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",21.01.2019,22.92,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"4,12",3,6,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.382,0:20:51,7.64,543.3333333,3,22.92,1630,,- ,- ,Machine Shop Started,,0,3,,FALSE,FALSE,,,"BMPRLED-OPRI(1)-750-80-35-RG3-22'6 9/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",BMPRLED,
75746-12,,Gagandeep,Regular,FALSE,75746,Regular,12,1,0,1275,"F04-19'6-1/4""-10-14M","BMPRLED-750-80-35-RG3-19'6 1/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",21.01.2019,16.2,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",2,5,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.27,0:14:45,8.1,637.5,2,16.2,1275,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-19'6 1/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-13,,Gagandeep,Regular,FALSE,75746,Regular,13,1,0,1655,"F04-22'3-3/16""-10-16S","SP18435-BMPRLED-750-80-35-RG3-22'3 13/16""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)-C(76° ANGLED END)",21.01.2019,18.78,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"4,10",2,6,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.313,0:17:05,9.39,827.5,2,18.78,1655,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,BMPRLED-750-80-35-RG3-22'3 13/,BMPRLED,
75746-14,,Gagandeep,Regular,FALSE,75746,Regular,14,1,0,1690,"F04-10'6-9/16""X8'2-1/16""-10-16X","SP18435-BMPRLED-OPRI(107°)-750-80-35-RG3-18'8 5/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)-C(73° ANGLED END)",21.01.2019,18.26,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"4,10",3,6,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.304333333,0:16:37,6.086666667,563.3333333,3,18.26,1690,,- ,- ,Machine Shop Started,,0,3,,FALSE,FALSE,,,BMPRLED-OPRI(107°)-750-80-35-R,BMPRLED,
75746-15,,Gagandeep,Regular,FALSE,75746,Regular,15,1,0,1450,"F04-10'5""X9'1-3/8""-10-18X","BMPRLED-OPRI(1)-750-80-35-RG3-19'6 3/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",21.01.2019,17.59,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"4,10",2,6,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.293166667,0:16:00,8.795,725,2,17.59,1450,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,"BMPRLED-OPRI(1)-750-80-35-RG3-19'6 3/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",BMPRLED,
75746-16,,Gagandeep,Regular,FALSE,75746,Regular,16,1,0,555,"F04-7'2-1/8""-10-20X","BMPRLED-750-80-35-RG3-7'2 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",21.01.2019,6.7,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",1,2,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.111666667,0:06:06,6.7,555,1,6.7,555,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-7'2 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-17,,Gagandeep,Regular,FALSE,75746,Regular,17,1,0,675,"F04-9'8-1/8""-10-22X","BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",21.01.2019,9.28,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",1,3,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-18,,Gagandeep,Regular,FALSE,75746,Regular,18,1,0,675,"F04-9'8-1/8""-10-25X","BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",21.01.2019,9.28,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",1,3,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-19,,Gagandeep,Regular,FALSE,75746,Regular,19,1,0,675,"F04-9'8-1/8""-10-27X","BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",21.01.2019,9.28,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",1,3,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-20,,Gagandeep,Regular,FALSE,75746,Regular,20,1,0,675,"F04-9'8-1/8""-10-29X","BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",21.01.2019,9.28,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",1,3,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-21,,Gagandeep,Regular,FALSE,75746,Regular,21,1,0,675,"F04-9'8-1/8""-10-31X","BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",21.01.2019,9.28,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",1,3,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-22,,Gagandeep,Regular,FALSE,75746,Regular,22,1,0,675,"F04-9'8-1/8""-10-33X","BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",11.02.2019,9.28,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,"1,12",1,3,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-9'8 1/8""-C(ROCKFON723)-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-24,,Gagandeep,Regular,FALSE,75746,Regular,24,1,0,1330,"F04-8'7-1/8""X8'10-7/8""-10-29T","BMPRLED-OPRI(1)-750-80-35-RG3-17'6""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",11.02.2019,24,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,"4,7",3,5,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.4,0:21:50,8,443.3333333,3,24,1330,,- ,- ,Scheduled/Released,,0,3,,FALSE,FALSE,,,"BMPRLED-OPRI(1)-750-80-35-RG3-17'6""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",BMPRLED,
75746-25,,Gagandeep,Regular,FALSE,75746,Regular,25,1,0,1450,"F04-8'7-1/8""X9'3-16/16""-10-32T","BMPRLED-OPRI(1)-750-80-35-RG3-19'6 3/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",11.02.2019,24,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,"1,7",3,5,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.4,0:21:50,8,483.3333333,3,24,1450,,- ,- ,Scheduled/Released,,0,3,,FALSE,FALSE,,,"BMPRLED-OPRI(1)-750-80-35-RG3-19'6 3/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",BMPRLED,
75746-26,,Gagandeep,Regular,FALSE,75746,Regular,26,1,0,2355,F04-38'-10-41L,BMPRLED-750-80-35-RG3-38'-W-UNV-DP-1-TG9-TS(1),11.02.2019,4,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,1,4,10,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.066666667,0:03:38,1,588.75,4,4,2355,,- ,- ,Scheduled/Released,,0,4,,FALSE,FALSE,,,BMPRLED-750-80-35-RG3-38'-W-UNV-DP-1-TG9-TS(1),BMPRLED,
75746-27,,Gagandeep,Regular,FALSE,75746,Regular,27,1,0,675,"F04-10'2""-10-45F","BMPRLED-750-80-35-RG3-10'2""-W-UNV-DP-1-TG9-TS(1)",21.01.2019,9.28,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"10,12",1,3,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.154666667,0:08:27,9.28,675,1,9.28,675,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-10'2""-W-UNV-DP-1-TG9-TS(1)",BMPRLED,
75746-28,,Gagandeep,Regular,FALSE,75746,Regular,28,1,0,555,"F04A-7'10-3/8""-10-22F","BMPRLED-750-80-35-RG3-7'10 3/8""-W-UNV-DP-1-DS-TS(1)",21.01.2019,7.67,Machine Shop Started,Akamai 10th Floor,Picked - Complete,,,FALSE,,A - Regular,"15,12",1,2,,,,NO,Machine Shop Started,#NAME?,,,0,#REF!,Complete,0,FALSE,0,- ,0.127833333,0:06:59,7.67,555,1,7.67,555,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"BMPRLED-750-80-35-RG3-7'10 3/8""-W-UNV-DP-1-DS-TS(1)",BMPRLED,
75746-31,,Gagandeep,Regular,FALSE,75746,Regular,31,1,0,1360,"F04-9'6 7/8""X9'11-15/16""-10-34T","BMPRLED-OPRI(1)-750-80-35-RG3-19'6 3/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",11.02.2019,24,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,1,3,5,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.4,0:21:50,8,453.3333333,3,24,1360,,- ,- ,Scheduled/Released,,0,3,,FALSE,FALSE,,,"BMPRLED-OPRI(1)-750-80-35-RG3-19'6 3/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",BMPRLED,
75746-34,,Gagandeep,Regular,FALSE,75746,Regular,34,1,0,576,F05-8'PATH-10TH FL,SP18369-WWR-SL-750-80-35-L-8'-C(ROCKFON723)-UNV-DP-1-TG9,11.02.2019,7,Scheduled/Released,Akamai 10th Floor,,,,FALSE,,A - Regular,1,1,3,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.116666667,0:06:22,7,576,1,7,576,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,WWR-SL-750-80-35-L-8'-C(ROCKFO,WWR,
77869-1,,Christina,Regular,FALSE,77869,Regular,1,2,0,1510,A,202WLED-SL 80/20-1000-80-35-PL-8-W-UNV-DP-1,16.01.2019,18.28,Scheduled/Released,,Picked - Complete,,,FALSE,,C - Small,12,2,4,,Picked - Complete,,NO,Scheduled/Released,Material+lens+Housing,01.01.2020,,1,1,Partial Order,0,FALSE,0,- ,0.304666667,0:16:38,9.14,755,2,18.28,1510,,- ,- ,Scheduled/Released,,0,2,,FALSE,FALSE,,,202WLED-SL 80/20-1000-80-35-PL-8-W-UNV-DP-1,202WLED,
77421-1,,stanb,Regular,FALSE,77421,Regular,1,15,0,6487.5,H0307,BSLED-400-80-35-SO-4-AP-UNV-DP-1-S,24.01.2019,63,Machine Shop Started,,,,,FALSE,,A - Regular,"10,12",15,15,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,1,1,Partial Order,0,FALSE,0,- ,1.05,0:57:20,4.2,432.5,15,63,6487.5,,- ,- ,Machine Shop Started,,0,15,,FALSE,FALSE,,,BSLED-400-80-35-SO-4-AP-UNV-DP-1-S,BSLED,
77421-2,,stanb,Regular,FALSE,77421,Regular,2,9,0,6592.5,H0310,BMRLED-400-80-35-FL-8-W-UNV-DP-1-DF,24.01.2019,54.9,Machine Shop Started,,,,,FALSE,,A - Regular,"15,12",9,18,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.915,0:49:58,6.1,732.5,9,54.9,6592.5,,- ,- ,Machine Shop Started,,0,9,,FALSE,FALSE,,,BMRLED-400-80-35-FL-8-W-UNV-DP-1-DF,BMRLED,
77632-1,,George,Regular,FALSE,77632,High Priority,1,2,0,1764,L10-10',"ZESQDI-SL 25/75-1050-80-35-SO-NO-10'-BLK-UNV-MD-1-CA(48"")",25.01.2019,26.6,Scheduled/Released,,,,,FALSE,,A - Regular,1,2,6,,,,NO,Scheduled/Released,Material+lens+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.443333333,0:24:12,13.3,882,2,26.6,1764,,- ,- ,Scheduled/Released,,0,2,,#N/A,#N/A,#N/A,#N/A,"ZESQDI-SL 25/75-1050-80-35-SO-NO-10'-BLK-UNV-MD-1-CA(48"")",ZESQDI,
77632-2,,George,Regular,FALSE,77632,High Priority,2,7,0,7413,L12-12',"ZESQDI-SL 25/75-1050-80-35-SO-NO-12'-BLK-UNV-MD-1-CA(48"")",25.01.2019,93.1,Scheduled/Released,,,,,FALSE,,A - Regular,1,7,28,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,1.551666667,1:24:43,13.3,1059,7,93.1,7413,,- ,- ,Scheduled/Released,,0,7,,#N/A,#N/A,#N/A,#N/A,"ZESQDI-SL 25/75-1050-80-35-SO-NO-12'-BLK-UNV-MD-1-CA(48"")",ZESQDI,
77194-3,,Sacha,Regular,FALSE,77194,Regular,3,2,0,1920,L5A,SCRAC-AC(4)-D36-HX-D-CC-80-30-8-BLK-120-1-DF,14.01.2019,48.26,Machine Shop Finished,NO LATER THAN JANAURY 17TH,,04.01.2019,,TRUE,,A - Regular,1,2,2,,,,OK,Machine Shop Finished -Ready,,16.01.2019,,1,#REF!,Complete,Wrong info. In SD,TRUE,,- ,0.804333333,0:43:55,24.13,960,2,48.26,1920,,- ,- ,Machine Shop Finished,,0,2,,TRUE,TRUE,,,SCRAC-AC(4)-D36-HX-D-CC-80-30-8-BLK-120-1-DF,SCRAC,
77194-4,,Sacha,Regular,FALSE,77194,Regular,4,3,0,3720,L5B,SCRAC-AC(4)-D24-HX-D-CC-80-30-12-BLK-120-1-DF,14.01.2019,78.15,Machine Shop Finished,NO LATER THAN JANAURY 17TH,,04.01.2019,,FALSE,,A - Regular,1,3,3,,,,OK,Machine Shop Finished -Ready,,16.01.2019,,0,#REF!,Complete,0,FALSE,0,- ,1.3025,1:11:07,26.05,1240,3,78.15,3720,,- ,- ,Machine Shop Finished,,0,3,,TRUE,TRUE,,,SCRAC-AC(4)-D24-HX-D-CC-80-30-12-BLK-120-1-DF,SCRAC,
78249-1,,Zahra,Regular,FALSE,78249,Regular,1,58,0,8120,R3,DAYFLED-11-1200-90-40-SO-W-UNV-DP-1-DF,22.01.2019,100.92,Scheduled/Released,,,,,FALSE,,A - Regular,10,58,58,,,,NO,Scheduled/Released,Material+lens+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,1.682,1:40:55,1.74,140,58,100.92,8120,,- ,- ,Scheduled/Released,,0,58,,FALSE,FALSE,,,DAYFLED-11-1200-90-40-SO-W-UNV-DP-1-DF,DAYFLED,
77846-1,,Christina,Regular,FALSE,77846,Priority,1,2,0,3960,L1-7,SLWLED-SL 100/0-800-80-35-NO-22'-W-UNV-DP-1,23.01.2019,35.16,Scheduled/Released,"Must ship no later than Jan 24th. 
order mus be on site Jan 28th, Pleasanton, Ca",Picked - Complete,,,FALSE,,A - Regular,4,4,12,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.586,0:32:00,8.79,990,4,35.16,3960,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,,,SLWLED-SL 100/0-800-80-35-NO-22'-W-UNV-DP-1,SLWLED,
