Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
76647-3,,Jessica,Regular,FALSE,76647,Priority,3,2,0,5184,E,GPLED-EX1W-500-80-35-RG2-24-W-UNV-DP-1-DS,15.01.2019,36,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",4,12,,Picked - Complete,,OK,Machine Shop Started,,01.01.2020,,0,1,Partial Order,Others,FALSE,Others,- ,0.6,0:32:46,9,1296,4,36,5184,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,,,GPLED-EX1W-500-80-35-RG2-24-W-UNV-DP-1-DS,GPLED,Order Flagged
76647-4,,Jessica,Regular,FALSE,76647,Priority,4,1,0,2310,E,GPLED-EX1W-500-80-35-RG2-21-W-UNV-DP-1-DS,15.01.2019,18,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",2,6,,Picked - Complete,,OK,Machine Shop Started,,01.01.2020,,0,1,Partial Order,0,FALSE,0,- ,0.3,0:16:23,9,1155,2,18,2310,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,GPLED-EX1W-500-80-35-RG2-21-W-UNV-DP-1-DS,GPLED,Order Flagged
76957-3,,Gagandeep,Regular,FALSE,76957,Regular,3,2,1200,1200,D-16',B2SQILED-1800-80-35-SL-16-W-UNV-DP-1-CA(36),17.01.2019,27.24,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",4,16,,Picked - Complete,,OK,Machine Shop Started,,,,0,0,Partial Order,0,FALSE,0,- ,0.454,0:24:47,6.81,300,4,27.24,1200,,- ,- ,Machine Shop Finished,,0,4,,TRUE,FALSE,,,B2SQILED-1800-80-35-SL-16-W-UNV-DP-1-CA(36),B2SQILED,
76957-4,,Gagandeep,Regular,FALSE,76957,Regular,4,2,600,600,"D-5'6""","B2SQILED-1800-80-35-SL-5'6""-W-UNV-DP-1-CA(36)",17.01.2019,13.7,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",2,4,,Picked - Complete,,OK,Machine Shop Started,,,,0,0,Partial Order,0,FALSE,0,- ,0.228333333,0:12:28,6.85,300,2,13.7,600,,- ,- ,Machine Shop Finished,,0,2,,TRUE,FALSE,,,"B2SQILED-1800-80-35-SL-5'6""-W-UNV-DP-1-CA(36)",B2SQILED,
78095-1,,Rohan,Regular,FALSE,78095,Regular,1,1,0,400,A-4',BBLED2-SL-750-500-80-27-SO-4-W-UNV-DP-1-CT9(36),17.01.2019,12,Machine Shop Finished,,,11.01.2019,,FALSE,,C - Small,"1,4,7",1,2,,Picked - Complete,Picked - Complete,NO,Machine Shop Finished - Incomplete,#NAME?,,,1,#REF!,Complete,0,FALSE,0,- ,0.2,0:10:55,12,400,1,12,400,,- ,- ,Machine Shop Finished,,0,1,,TRUE,TRUE,,,BBLED2-SL-750-500-80-27-SO-4-W-UNV-DP-1-CT9(36),BBLED2,
77513-1,,JessicaP,Regular,FALSE,77513,Regular,1,10,0,3400,"A-4'-0""","SLLED-SL 25/75-1500-80-40-SM-4' 0""-AP-120-DP-1-CA(36)",17.01.2019,50,Machine Shop Started,,Picked - Complete,11.01.2019,,FALSE,,A - Regular,"1,4,7",10,10,,,Picked - Complete,OK,Machine Shop Started,,,,1,1,Partial Order,0,FALSE,0,- ,0.833333333,0:45:30,5,340,10,50,3400,,- ,- ,Machine Shop Finished,,0,10,,TRUE,TRUE,,,"SLLED-SL 25/75-1500-80-40-SM-4' 0""-AP-120-DP-1-CA(36)",SLLED,
77513-2,,JessicaP,Regular,FALSE,77513,Regular,2,1,0,680,"A-8'-0""","SLLED-SL 25/75-1500-80-40-SM-8' 0""-AP-120-DP-1-CA(36)",17.01.2019,7.6,Machine Shop Started,,Picked - Complete,11.01.2019,,FALSE,,A - Regular,"7,10",1,2,,,Picked - Complete,OK,Machine Shop Started,,,,0,1,Partial Order,0,FALSE,0,- ,0.126666667,0:06:55,7.6,680,1,7.6,680,,- ,- ,Machine Shop Finished,,0,1,,TRUE,TRUE,,,"SLLED-SL 25/75-1500-80-40-SM-8' 0""-AP-120-DP-1-CA(36)",SLLED,
77739-1,,Joshua,Regular,FALSE,77739,High Priority,1,9,0,2547,F2R-4',SCD-300-80-27-FL-4'-BLK-UNV-DP-1-CA(36),17.01.2019,41.4,Machine Shop Finished,MUST SHIP BY 01/17/2019,Picked - Complete,,,FALSE,,C - Small,"12,4",9,9,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,#NAME?,,,1,#REF!,Complete,0,FALSE,0,- ,0.69,0:37:40,4.6,283,9,41.4,2547,,- ,- ,Machine Shop Finished,,0,9,,FALSE,FALSE,,,SCD-300-80-27-FL-4'-BLK-UNV-DP-1-CA(36),SCD,
75592-1,,JessicaP,Regular,FALSE,75592,High Priority,1,25,0,4900,4-Nov,BRLED-1000-80-40-FL-4-W-UNV-DP-1-TB15,18.01.2019,80,Machine Shop Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,"12,4",25,25,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,0,FALSE,0,- ,1.333333333,1:12:48,3.2,196,25,80,4900,,- ,- ,Machine Shop Started,,0,25,,TRUE,FALSE,,,BRLED-1000-80-40-FL-4-W-UNV-DP-1-TB15,BRLED,
75592-2,,JessicaP,Regular,FALSE,75592,High Priority,2,30,0,6600,19/4,BBRLED-1000-90-30-1.5M-4-C(RAL8014)-UNV-DP-1-D,30.01.2019,120,Machine Shop Started,,,,,FALSE,,A - Regular,"12,4",30,30,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,2,1:49:12,4,220,30,120,6600,,- ,- ,Machine Shop Started,,0,30,,FALSE,FALSE,,,BBRLED-1000-90-30-1.5M-4-C(RAL8014)-UNV-DP-1-D,BBRLED,
75592-3,,JessicaP,Regular,FALSE,75592,High Priority,3,4,0,848,31/4,BBRLED-750-90-30-FL-4-W-UNV-DP-1-D,18.01.2019,12,Machine Shop Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,"12,4",4,4,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,- ,0.2,0:10:55,3,212,4,12,848,,- ,- ,Machine Shop Started,,0,4,,TRUE,FALSE,,,BBRLED-750-90-30-FL-4-W-UNV-DP-1-D,BBRLED,
75592-4,,JessicaP,Regular,FALSE,75592,High Priority,4,10,0,1960,32/4,BDLED-1000-80-40-SO-4-BLK-UNV-DP-1-CA(36),30.01.2019,50,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",10,10,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.833333333,0:45:30,5,196,10,50,1960,,- ,- ,Machine Shop Started,,0,10,,TRUE,FALSE,,,BDLED-1000-80-40-SO-4-BLK-UNV-DP-1-CA(36),BDLED,
75592-5,,JessicaP,Regular,FALSE,75592,High Priority,5,10,0,1960,37/4,BRLED-1000-80-40-FL-4-W-UNV-DP-1-DF,18.01.2019,40,Machine Shop Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,"4,10",10,10,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,- ,0.666666667,0:36:24,4,196,10,40,1960,,- ,- ,Machine Shop Started,,0,10,,TRUE,FALSE,,,BRLED-1000-80-40-FL-4-W-UNV-DP-1-DF,BRLED,
75592-6,,JessicaP,Regular,FALSE,75592,High Priority,6,5,0,1060,39/4,BBRLED-1000-90-30-FL-4-C(RAL8014)-UNV-DP-1-D,30.01.2019,20,Machine Shop Started,,,,,FALSE,,A - Regular,"4,10",5,5,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.333333333,0:18:12,4,212,5,20,1060,,- ,- ,Machine Shop Started,,0,5,,FALSE,FALSE,,,BBRLED-1000-90-30-FL-4-C(RAL8014)-UNV-DP-1-D,BBRLED,
72589-1,,Sacha,Regular,FALSE,72589,Priority,1,41,0,10865,B,DAYCLED-22-3000-80-30-SO-W-UNV-DP-1-DF,21.01.2019,89.954,Machine Shop Started,DO NOT SHIP BEFORE JANAURY 21ST,,,,FALSE,,A - Regular,"4,10",41,41,,,,NO,Machine Shop Started,Material+lens+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,1.499233333,1:29:57,2.194,265,41,89.95,10865,,- ,- ,Machine Shop Started,,0,41,,FALSE,FALSE,,,DAYCLED-22-3000-80-30-SO-W-UNV-DP-1-DF,DAYCLED,
72589-2,,Sacha,Regular,FALSE,72589,Priority,2,19,0,6460,E,DAYCLED-14-4000-80-27-SO-W-UNV-DP-1-DF,21.01.2019,51.129,Machine Shop Started,DO NOT SHIP BEFORE JANAURY 21ST,,,,FALSE,,A - Regular,"4,10",19,19,,,,NO,Machine Shop Started,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.85215,0:51:08,2.691,340,19,51.13,6460,,- ,- ,Machine Shop Started,,0,19,,FALSE,FALSE,,,DAYCLED-14-4000-80-27-SO-W-UNV-DP-1-DF,DAYCLED,
72589-3,,Sacha,Regular,FALSE,72589,Priority,3,50,0,12250,F,DAYCLED-22-3000-80-30-SO-W-UNV-DP-1-TB9,21.01.2019,109.7,Machine Shop Started,DO NOT SHIP BEFORE JANAURY 21ST,,,,FALSE,,A - Regular,"4,10",50,50,,,,NO,Machine Shop Started,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,1.828333333,1:49:42,2.194,245,50,109.7,12250,,- ,- ,Machine Shop Started,,0,50,,FALSE,FALSE,,,DAYCLED-22-3000-80-30-SO-W-UNV-DP-1-TB9,DAYCLED,
72589-4,,Sacha,Regular,FALSE,72589,Priority,4,150,0,36750,F1,DAYCLED-22-3000-80-30-SO-W-UNV-DP-1-TB15,21.01.2019,329.1,Machine Shop Started,DO NOT SHIP BEFORE JANAURY 21ST,,,,FALSE,,A - Regular,"1,4,7",150,150,,,,NO,Machine Shop Started,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,5.485,5:29:06,2.194,245,150,329.1,36750,,- ,- ,Machine Shop Started,,0,150,,FALSE,FALSE,,,DAYCLED-22-3000-80-30-SO-W-UNV-DP-1-TB15,DAYCLED,
72589-5,,Sacha,Regular,FALSE,72589,Priority,5,33,0,12210,G,DAYCLED-24-3200-80-27-SO-W-UNV-DP-1-TB15,21.01.2019,97.482,Machine Shop Started,DO NOT SHIP BEFORE JANAURY 21ST,,,,FALSE,,A - Regular,"1,4,7",33,33,,,,NO,Machine Shop Started,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,1.6247,1:37:29,2.954,370,33,97.48,12210,,- ,- ,Machine Shop Started,,0,33,,FALSE,FALSE,,,DAYCLED-24-3200-80-27-SO-W-UNV-DP-1-TB15,DAYCLED,
72589-6,,Sacha,Regular,FALSE,72589,Priority,6,9,0,3330,K,DAYCLED-24-3200-80-30-SO-W-UNV-DP-1-TB15,21.01.2019,26.586,Machine Shop Started,DO NOT SHIP BEFORE JANAURY 21ST,,,,FALSE,,A - Regular,"1,4,7",9,9,,,,NO,Machine Shop Started,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.4431,0:26:35,2.954,370,9,26.59,3330,,- ,- ,Machine Shop Started,,0,9,,FALSE,FALSE,,,DAYCLED-24-3200-80-30-SO-W-UNV-DP-1-TB15,DAYCLED,
72589-7,,Sacha,Regular,FALSE,72589,Priority,7,4,0,1480,K1,DAYCLED-24-3200-80-27-SO-W-UNV-DP-1-TB15,21.01.2019,11.816,Machine Shop Started,DO NOT SHIP BEFORE JANAURY 21ST,,,,FALSE,,A - Regular,"1,4,7",4,4,,,,NO,Machine Shop Started,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.196933333,0:11:49,2.954,370,4,11.82,1480,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,,,DAYCLED-24-3200-80-27-SO-W-UNV-DP-1-TB15,DAYCLED,
77646-1,,Rajithan,Regular,FALSE,77646,Regular,1,1,0,960,TYPE 18,"SL2LLED-2XSL-500-750-80-40-SM-6-BLK-UNV-DP-1-CA(36"")-C(MOUNTING KIT BLACK)",18.01.2019,7.26,Machine Shop Started,,Picked - Complete,11.01.2019,,FALSE,,C - Small,"1,4,7",1,2,,,Picked - Complete,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,0,FALSE,0,- ,0.121,0:06:36,7.26,960,1,7.26,960,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"SL2LLED-2XSL-500-750-80-40-SM-6-BLK-UNV-DP-1-CA(36"")-C(MOUNTING KIT BLACK)",SL2LLED,
77646-2,,Rajithan,Regular,FALSE,77646,Regular,2,1,0,760,TYPE 21,"SLLED-SL 25/75-1000-80-40-SM-8-BLK-120-DP-1-CT9(36"")-C(MOUNTING KIT BLACK)",18.01.2019,7.26,Machine Shop Started,,Picked - Complete,11.01.2019,,FALSE,,C - Small,"1,4,7",1,2,,,Picked - Complete,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,- ,0.121,0:06:36,7.26,760,1,7.26,760,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,"SLLED-SL 25/75-1000-80-40-SM-8-BLK-120-DP-1-CT9(36"")-C(MOUNTING KIT BLACK)",SLLED,
78349-1,,Anil,Replacement,FALSE,78349,Regular,1,4,400,400,F/FE/24/P3 - 2FT SECTIONS,BBRLED-600-80-35-FL-2'-W-UNV-DP-1-DF-C(JOINING TO EXISTING FIXTURES ON SITE - SEE PDF ATTACHED),17.01.2019,10,Machine Shop Finished,,,11.01.2019,,FALSE,,C - Small,"1,4,7",4,8,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,,1,#REF!,Complete,0,FALSE,0,- ,0.166666667,0:09:06,2.5,100,4,10,400,,- ,- ,Machine Shop Finished,,0,4,,TRUE,FALSE,,,BBRLED-600-80-35-FL-2'-W-UNV-DP-1-DF-C(JOINING TO EXISTING FIXTURES ON SITE - SEE PDF ATTACHED),BBRLED,
76851-1,,Philip,Regular,FALSE,76851,Regular,1,60,0,29700,BL10-6FT,TB4DILED-750-500-80-35-SL-SO-6-W-UNV-DP-1-CT9(48),29.01.2019,557.4,Scheduled/Released,"Material required on site Feb 1, 2019
Going to: Kingston RI 02881",,,,FALSE,,A - Regular,"1,4,7",60,120,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,9.29,8:27:14,9.29,495,60,557.4,29700,,- ,- ,Scheduled/Released,,0,60,,FALSE,FALSE,,,TB4DILED-750-500-80-35-SL-SO-6-W-UNV-DP-1-CT9(48),TB4DILED,
76851-2,,Philip,Regular,FALSE,76851,Regular,2,3,0,990,BL10A-4FT,TB4DILED-750-500-80-35-SL-SO-4-W-UNV-DP-1-CT9(48),29.01.2019,18.33,Scheduled/Released,"Material required on site Feb 1, 2019
Going to: Kingston RI 02881",,,,FALSE,,A - Regular,"1,4,7",3,6,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.3055,0:16:41,6.11,330,3,18.33,990,,- ,- ,Scheduled/Released,,0,3,,FALSE,FALSE,,,TB4DILED-750-500-80-35-SL-SO-4-W-UNV-DP-1-CT9(48),TB4DILED,
76851-3,,Philip,Regular,FALSE,76851,Regular,3,3,0,1485,BL10A-6FT,TB4DILED-750-500-80-35-SL-SO-6-W-UNV-DP-1-CT9(48),29.01.2019,27.87,Scheduled/Released,"Material required on site Feb 1, 2019
Going to: Kingston RI 02881",,,,FALSE,,A - Regular,"1,4,7",3,6,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.4645,0:25:22,9.29,495,3,27.87,1485,,- ,- ,Scheduled/Released,,0,3,,FALSE,FALSE,,,TB4DILED-750-500-80-35-SL-SO-6-W-UNV-DP-1-CT9(48),TB4DILED,
76851-4,,Philip,Regular,FALSE,76851,Regular,4,7,0,5775,BL10A-10FT,TB4DILED-750-500-80-35-SL-SO-10-W-UNV-DP-1-CT9(48),29.01.2019,89.18,Scheduled/Released,"Material required on site Feb 1, 2019
Going to: Kingston RI 02881",,,,FALSE,,A - Regular,"1,12",7,28,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,1.486333333,1:21:09,12.74,825,7,89.18,5775,,- ,- ,Scheduled/Released,,0,7,,FALSE,FALSE,,,TB4DILED-750-500-80-35-SL-SO-10-W-UNV-DP-1-CT9(48),TB4DILED,
76851-5,,Philip,Regular,FALSE,76851,Regular,5,8,0,2640,BL11-4FT,TB4DILED-400-400-80-35-SL-SO-4-W-UNV-DP-1-CT9(48),29.01.2019,48.88,Scheduled/Released,"Material required on site Feb 1, 2019
Going to: Kingston RI 02881",,,,FALSE,,A - Regular,"4,12",8,16,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.814666667,0:44:29,6.11,330,8,48.88,2640,,- ,- ,Scheduled/Released,,0,8,,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-4-W-UNV-DP-1-CT9(48),TB4DILED,
76851-6,,Philip,Regular,FALSE,76851,Regular,6,11,0,11110,BL11E-12FT,TB4DILED-400-400-80-35-SL-SO-12-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 6'-6' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),29.01.2019,136.95,Scheduled/Released,"Material required on site Feb 1, 2019
Going to: Kingston RI 02881",,,,FALSE,,A - Regular,"4,12",11,44,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,2.2825,2:04:37,12.45,1010,11,136.95,11110,,- ,- ,Scheduled/Released,,0,11,,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-12-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 6'-6' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),TB4DILED,
76851-7,,Philip,Regular,FALSE,76851,Regular,7,6,0,5940,BL11-12FT,TB4DILED-400-400-80-35-SL-SO-12-W-UNV-DP-1-CT9(48),29.01.2019,74.7,Scheduled/Released,"Material required on site Feb 1, 2019
Going to: Kingston RI 02881",,,,FALSE,,A - Regular,"4,12",6,30,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,1.245,1:07:59,12.45,990,6,74.7,5940,,- ,- ,Scheduled/Released,,0,6,,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-12-W-UNV-DP-1-CT9(48),TB4DILED,
76851-8,,Philip,Regular,FALSE,76851,Regular,8,28,0,13860,BL11A-6FT,TB4DILED-400-400-80-35-SL-SO-6-W-UNV-DP-1-CT9(48),29.01.2019,260.12,Scheduled/Released,"Material required on site Feb 1, 2019
Going to: Kingston RI 02881",,,,FALSE,,A - Regular,"4,12",28,84,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,4.335333333,3:56:43,9.29,495,28,260.12,13860,,- ,- ,Scheduled/Released,,0,28,,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-6-W-UNV-DP-1-CT9(48),TB4DILED,
77926-1,,Philip,Regular,FALSE,77926,Regular,1,72,0,18000,AL4-4SF,SKFLED-22-2400-80-35-4SF-W-UNV-DP-1-TG9,11.02.2019,161.28,Scheduled/Released,"Note:****Material required on Job Site February 1, 2019*****",,,,FALSE,,A - Regular,"4,12",72,72,,,,NO,Scheduled/Released,Material+lens+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,2.688,2:41:17,2.24,250,72,161.28,18000,,- ,- ,Scheduled/Released,,0,72,,FALSE,FALSE,,,SKFLED-22-2400-80-35-4SF-W-UNV-DP-1-TG9,SKFLED,
77511-1,,Sacha,Regular,FALSE,77511,Regular,1,4,0,2448,A,"CLKLED-900-90-35-SO-8'0""-W-UNV-DP-1-TG9",16.01.2019,32.2,Wiring Started,NO LATER THAN AJNAURY 23RD,,,13.01.2019,FALSE,,A - Regular,"4,12",4,8,,,,OK,Wiring Started,,14.01.2019,,1,#REF!,Complete,0,FALSE,0,77511-1,0.536666667,0:29:18,8.05,612,4,32.2,2448,,0,14.01.2019,x,,0,4,,TRUE,TRUE,,Done,"CLKLED-900-90-35-SO-8'0""-W-UNV-DP-1-TG9",CLKLED,
77511-2,,Sacha,Regular,FALSE,77511,Regular,2,3,0,918,B,"CLKLED-900-90-35-SO-4'0""-W-UNV-DP-1-TG9",16.01.2019,12.9,Wiring Started,NO LATER THAN AJNAURY 23RD,,,13.01.2019,FALSE,,A - Regular,"4,12",3,3,,,,OK,Wiring Started,,14.01.2019,,0,#REF!,Complete,0,FALSE,0,77511-2,0.215,0:11:44,4.3,306,3,12.9,918,,0,14.01.2019,x,,0,3,,TRUE,TRUE,,Done,"CLKLED-900-90-35-SO-4'0""-W-UNV-DP-1-TG9",CLKLED,
75887-3,,George,Regular,FALSE,75887,Regular,3,9,0,21600,J1-20',BBDILED-640-400-80-40-SO-20-W-UNV-DP-1-CTS(36),16.01.2019,250.92,Machine Shop Finished,NB4 date of January 15 2019,Picked - Complete,09.01.2019,,FALSE,,A - Regular,"4,12",18,72,,,Picked - Complete,OK,Machine Shop Finished -Ready,,15.01.2019,,1,#REF!,Complete,0,FALSE,0,75887-3,4.182,3:48:20,13.94,1200,18,250.92,21600,,0,14.01.2019,Machine Shop Finished,,0,18,,TRUE,TRUE,,,BBDILED-640-400-80-40-SO-20-W-UNV-DP-1-CTS(36),BBDILED,
75887-4,,George,Regular,FALSE,75887,Regular,4,7,0,6720,J2-8',BBDILED-640-400-80-40-SO-8-W-UNV-DP-1-CTS(36),16.01.2019,82.11,Machine Shop Finished,NB4 date of January 15 2019,Picked - Complete,09.01.2019,,FALSE,,A - Regular,"4,12",7,28,,,Picked - Complete,OK,Machine Shop Finished -Ready,,15.01.2019,,0,#REF!,Complete,0,FALSE,0,75887-4,1.3685,1:14:43,11.73,960,7,82.11,6720,,0,14.01.2019,Machine Shop Finished,,0,7,,TRUE,TRUE,,,BBDILED-640-400-80-40-SO-8-W-UNV-DP-1-CTS(36),BBDILED,
77714-1,,Sacha,Regular,FALSE,77714,Regular,1,1,0,552,DE,SCDI-375-500-80-40-SO-FL-4-W-UNV-DP-1-CA(96)-B1(BSL10LST),17.01.2019,10.559,Machine Shop Finished,NO LATER THAN JANAURY 24TH,Picked - Complete,,,FALSE,,C - Small,"12,1",1,2,,Picked - Complete,,OK,Machine Shop Finished -Ready,,,,1,#REF!,Complete,0,FALSE,0,- ,0.175983333,0:09:37,10.559,552,1,10.56,552,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,SCDI-375-500-80-40-SO-FL-4-W-UNV-DP-1-CA(96)-B1(BSL10LST),SCDI,
77967-1,,Sacha,Regular,FALSE,77967,Regular,1,1,0,220,"L7-4'0""","BRLED-500-80-35-FL-4'0""-W-UNV-DP-1-DS",18.01.2019,3.9,Machine Shop Started,NO LATER THAN JANUARY 25TH,,13.01.2019,,FALSE,,C - Small,"12,1",1,1,,Picked - Complete,Picked - Complete,OK,Machine Shop Started,,,,1,1,Partial Order,0,FALSE,0,- ,0.065,0:03:33,3.9,220,1,3.9,220,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"BRLED-500-80-35-FL-4'0""-W-UNV-DP-1-DS",BRLED,
77604-1,,Rajithan,Regular,FALSE,77604,Regular,1,7,0,2100,C,BBRLED-1000-80-40-FL-4'-W-UNV-DP-1-TB15,18.01.2019,16.87,Machine Shop Started,,,13.01.2019,,FALSE,,A - Regular,"12,1",7,7,,Picked - Complete,Picked - Complete,OK,Machine Shop Started,,,,0,0,Partial Order,0,FALSE,0,- ,0.281166667,0:15:21,2.41,300,7,16.87,2100,,- ,- ,Machine Shop Finished,,0,7,,FALSE,FALSE,,,BBRLED-1000-80-40-FL-4'-W-UNV-DP-1-TB15,BBRLED,
77935-1,,Philip,Regular,FALSE,77935,Regular,1,1,0,880,L5-11'-ADDER,B6RLED-500-80-35-FL-10'-W-UNV-DP-1-D,14.01.2019,8.67,Wiring Started,,Picked - Complete,04.01.2019,10.01.2019,FALSE,,C - Small,"12,1",1,2,,Picked - Complete,Picked - Complete,OK,Wiring Started,,11.01.2019,,1,#REF!,Complete,0,FALSE,0,77935-1,0.1445,0:07:53,8.67,880,1,8.67,880,,0,11.01.2019,x,,1,0,,TRUE,TRUE,,Done,B6RLED-500-80-35-FL-10'-W-UNV-DP-1-D,B6RLED,
75692-6,,Gagandeep,Regular,FALSE,75692,Regular,6,3,0,864,F05-4'-3RD FL,SP18369-WWR-SL-750-80-35-L-4'-W-UNV-DP-1-TG9,24.01.2019,12,Machine Shop Started,Akamai 3rd Floor,,,,FALSE,,A - Regular,"12,1",3,6,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,1,1,Partial Order,0,FALSE,0,- ,0.2,0:10:55,4,288,3,12,864,,- ,- ,Machine Shop Started,,0,3,,FALSE,FALSE,,,WWR-SL-750-80-35-L-4'-W-UNV-DP,WWR,
75692-7,,Gagandeep,Regular,FALSE,75692,Regular,7,1,0,432,F05-6'-3RD FL,SP18369-WWR-SL-750-80-35-L-6'-W-UNV-DP-1-TG9,24.01.2019,7,Machine Shop Started,Akamai 3rd Floor,,,,FALSE,,A - Regular,"4,10",1,2,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.116666667,0:06:22,7,432,1,7,432,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,WWR-SL-750-80-35-L-6'-W-UNV-DP,WWR,
75692-8,,Gagandeep,Regular,FALSE,75692,Regular,8,2,0,1152,F05-8'-3RD FL,SP18369-WWR-SL-750-80-35-L-8'-W-UNV-DP-1-TG9,24.01.2019,14,Machine Shop Started,Akamai 3rd Floor,,,,FALSE,,A - Regular,"4,10",2,6,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.233333333,0:12:44,7,576,2,14,1152,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,WWR-SL-750-80-35-L-8'-W-UNV-DP,WWR,
