Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
72675-4,,Rajithan,Regular,FALSE,72675,Regular,4,1,0,19700,"PL4-19'3""X48'3""",SCDPAT-REC-90(4)-300-90-27-FL-135'-NL-W-UNV-DP-1-CA(36),22.01.2019,200,Machine Shop Started,,Picked - Complete,13.01.2019,,FALSE,,A - Regular,7,16,20,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,3.333333333,3:02:00,12.5,1231.25,16,200.00,19700.00,- ,Machine Shop Started,0,16,TRUE,FALSE,ToDo,,SCDPAT-REC-90(4)-300-90-27-FL-135'-NL-W-UNV-DP-1-CA(36),SCDPAT,
75799-1,,Rajithan,Regular,FALSE,75799,High Priority,1,4,0,1260,C,SKFLED-22-4000-80-35-4SF-W-UNV-DP-1-TB9,21.01.2019,9.2,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,10,4,4,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Housing,,1,1,Partial Order,0,FALSE,0,0.153333333,0:09:12,2.3,315,4,9.20,1260.00,- ,Machine Shop Started,0,4,FALSE,FALSE,,,SKFLED-22-4000-80-35-4SF-W-UNV-DP-1-TB9,SKFLED,Order Flagged
75799-2,,Rajithan,Regular,FALSE,75799,High Priority,2,1,0,4420,"D, 22X12",SCRPAT-REC-90(4)-500-80-35-FL-68'-EX-W-UNV-DP-1-MFST,21.01.2019,70,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,10,10,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,1.166666667,1:03:42,7,442,10,70.00,4420.00,- ,Machine Shop Started,0,10,FALSE,FALSE,,,SCRPAT-REC-90(4)-500-80-35-FL-68'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-3,,Rajithan,Regular,FALSE,75799,High Priority,3,1,0,3380,"D, 18X8",SCRPAT-REC-90(4)-500-80-35-FL-52'-EX-W-UNV-DP-1-MFST,21.01.2019,57,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,10,10,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.95,0:51:52,5.7,338,10,57.00,3380.00,- ,Machine Shop Started,0,10,FALSE,FALSE,,,SCRPAT-REC-90(4)-500-80-35-FL-52'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-4,,Rajithan,Regular,FALSE,75799,High Priority,4,1,0,3900,"D, 12X18",SCRPAT-REC-90(4)-500-80-35-FL-60'-EX-W-UNV-DP-1-MFST,21.01.2019,61,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,10,10,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,1.016666667,0:55:31,6.1,390,10,61.00,3900.00,- ,Machine Shop Started,0,10,FALSE,FALSE,,,SCRPAT-REC-90(4)-500-80-35-FL-60'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-5,,Rajithan,Regular,FALSE,75799,High Priority,5,1,0,2635,"E, 31'11""","BMPRLED-400-80-35-RG2-31'11""-W-UNV-DP-1-DS-TS(1)",21.01.2019,29.2,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,3,8,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.486666667,0:26:34,9.733333333,878.3333333,3,29.20,2635.00,- ,Machine Shop Started,0,3,FALSE,FALSE,,,"BMPRLED-400-80-35-RG2-31'11""-W-UNV-DP-1-DS-TS(1)",BMPRLED,Order Flagged
75799-7,,Rajithan,Regular,FALSE,75799,High Priority,7,1,0,1915,"E, 22'11""","BMPRLED-400-80-35-RG2-22'11""-W-UNV-DP-1-DS-TS(1)",21.01.2019,21.3,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,2,6,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.355,0:19:23,10.65,957.5,2,21.30,1915.00,- ,Machine Shop Started,0,2,FALSE,FALSE,,,"BMPRLED-400-80-35-RG2-22'11""-W-UNV-DP-1-DS-TS(1)",BMPRLED,Order Flagged
75799-8,,Rajithan,Regular,FALSE,75799,High Priority,8,5,0,2600,G-6',BBRLED-500-80-35-FL-6'-W-UNV-LT(LDE1)-1-D,21.01.2019,24.5,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,5,10,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.408333333,0:22:18,4.9,520,5,24.50,2600.00,- ,Machine Shop Started,0,5,FALSE,FALSE,,,BBRLED-500-80-35-FL-6'-W-UNV-LT(LDE1)-1-D,BBRLED,Order Flagged
75799-9,,Rajithan,Regular,FALSE,75799,High Priority,9,20,0,6300,C,SKFLED-22-4000-80-35-4SF-W-UNV-DP-1-TB9,21.01.2019,46,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,10,20,20,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.766666667,0:46:00,2.3,315,20,46.00,6300.00,- ,Machine Shop Started,0,20,FALSE,FALSE,,,SKFLED-22-4000-80-35-4SF-W-UNV-DP-1-TB9,SKFLED,Order Flagged
75799-10,,Rajithan,Regular,FALSE,75799,High Priority,10,1,0,4300,"D, 14X16",SCRPAT-REC-90(4)-500-80-35-FL-60'-EX-W-UNV-DP-1-MFST,21.01.2019,61,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,8,12,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,1.016666667,0:55:31,7.625,537.5,8,61.00,4300.00,- ,Machine Shop Started,0,8,FALSE,FALSE,,,SCRPAT-REC-90(4)-500-80-35-FL-60'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-11,,Rajithan,Regular,FALSE,75799,High Priority,11,1,0,5045,"D, 22X16",SCRPAT-REC-90(4)-500-80-35-FL-76'-EX-W-UNV-DP-1-MFST,21.01.2019,74.5,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,10,12,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,1.241666667,1:07:48,7.45,504.5,10,74.50,5045.00,- ,Machine Shop Started,0,10,FALSE,FALSE,,,SCRPAT-REC-90(4)-500-80-35-FL-76'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-12,,Rajithan,Regular,FALSE,75799,High Priority,12,1,0,3910,"D, 19X8",SCRPAT-REC-90(4)-500-80-35-FL-54'-EX-W-UNV-DP-1-MFST,21.01.2019,57,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,10,10,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.95,0:51:52,5.7,391,10,57.00,3910.00,- ,Machine Shop Started,0,10,FALSE,FALSE,,,SCRPAT-REC-90(4)-500-80-35-FL-54'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-13,,Rajithan,Regular,FALSE,75799,High Priority,13,1,0,4300,"D, 18X12",SCRPAT-REC-90(4)-500-80-35-FL-60'-EX-W-UNV-DP-1-MFST,21.01.2019,61,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,10,10,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,1.016666667,0:55:31,6.1,430,10,61.00,4300.00,- ,Machine Shop Started,0,10,FALSE,FALSE,,,SCRPAT-REC-90(4)-500-80-35-FL-60'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-14,,Rajithan,Regular,FALSE,75799,High Priority,14,1,0,5400,"D, PATTERN",SCRPAT-ASO-90(3)+160(1)+110(1)-500-80-35-FL-73'-EX-W-UNV-DP-1-MFST,21.01.2019,72,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,12,12,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,1.2,1:05:31,6,450,12,72.00,5400.00,- ,Machine Shop Started,0,12,FALSE,FALSE,,,SCRPAT-ASO-90(3)+160(1)+110(1)-500-80-35-FL-73'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-16,,Rajithan,Regular,FALSE,75799,High Priority,16,1,0,1835,"E, 21'4""","BMPRLED-400-80-35-RG2-21'4""-W-UNV-DP-1-DS-TS(1)",21.01.2019,21.3,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,2,6,,,,OK,Machine Shop Started,+Housing,,0,1,Partial Order,0,FALSE,0,0.355,0:19:23,10.65,917.5,2,21.30,1835.00,- ,Machine Shop Started,0,2,FALSE,FALSE,,,"BMPRLED-400-80-35-RG2-21'4""-W-UNV-DP-1-DS-TS(1)",BMPRLED,Order Flagged
75799-17,,Rajithan,Regular,FALSE,75799,High Priority,17,1,0,1755,"E, 20'10""","BMPRLED-400-80-35-RG2-20'10""-W-UNV-DP-1-DS-TS(1)",21.01.2019,21.3,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,2,6,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.355,0:19:23,10.65,877.5,2,21.30,1755.00,- ,Machine Shop Started,0,2,FALSE,FALSE,,,"BMPRLED-400-80-35-RG2-20'10""-W-UNV-DP-1-DS-TS(1)",BMPRLED,Order Flagged
75799-18,,Rajithan,Regular,FALSE,75799,High Priority,18,1,0,1560,"E, 24'",BMPRLED-400-80-35-RG2-24'-W-UNV-DP-1-DS-TS(1),21.01.2019,21.3,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,2,6,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.355,0:19:23,10.65,780,2,21.30,1560.00,- ,Machine Shop Started,0,2,FALSE,FALSE,,,BMPRLED-400-80-35-RG2-24'-W-UNV-DP-1-DS-TS(1),BMPRLED,Order Flagged
75799-19,,Rajithan,Regular,FALSE,75799,High Priority,19,1,0,1595,"E, 18'5""","BMPRLED-400-80-35-RG2-18'5""-W-UNV-DP-1-DS-TS(1)",21.01.2019,18.5,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,2,5,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.308333333,0:16:50,9.25,797.5,2,18.50,1595.00,- ,Machine Shop Started,0,2,FALSE,FALSE,,,"BMPRLED-400-80-35-RG2-18'5""-W-UNV-DP-1-DS-TS(1)",BMPRLED,Order Flagged
75799-20,,Rajithan,Regular,FALSE,75799,High Priority,20,5,0,2600,G-6',BBRLED-500-80-35-FL-6'-W-UNV-LT(LDE1)-1-D,21.01.2019,24.5,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,5,10,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.408333333,0:22:18,4.9,520,5,24.50,2600.00,- ,Machine Shop Started,0,5,FALSE,FALSE,,,BBRLED-500-80-35-FL-6'-W-UNV-LT(LDE1)-1-D,BBRLED,Order Flagged
75799-21,,Rajithan,Regular,FALSE,75799,High Priority,21,1,0,3780,"D, 6X20",SCRPAT-REC-90(4)-500-80-35-FL-52'-EX-W-UNV-DP-1-MFST,21.01.2019,57,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,10,10,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.95,0:51:52,5.7,378,10,57.00,3780.00,- ,Machine Shop Started,0,10,FALSE,FALSE,,,SCRPAT-REC-90(4)-500-80-35-FL-52'-EX-W-UNV-DP-1-MFST,SCRPAT,Order Flagged
75799-22,,Rajithan,Regular,FALSE,75799,High Priority,22,1,0,955,"E, 11'",BMPRLED-400-80-35-RG2-11'-W-UNV-DP-1-DS-TS(1),21.01.2019,10.5,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,1,3,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.175,0:09:33,10.5,955,1,10.50,955.00,- ,Machine Shop Started,0,1,FALSE,FALSE,,,BMPRLED-400-80-35-RG2-11'-W-UNV-DP-1-DS-TS(1),BMPRLED,Order Flagged
75799-23,,Rajithan,Regular,FALSE,75799,High Priority,23,40,0,12240,J-4',TEK6LED-C-580-80-35-S-4-W-UNV-DP-1-TB15,21.01.2019,160,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",Picked - Complete,14.01.2019,,FALSE,,A - Regular,1,40,40,,,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,0,1,Partial Order,Shortage,FALSE,Shortage,2.666666667,2:25:36,4,306,40,160.00,12240.00,- ,Machine Shop Started,0,40,TRUE,FALSE,,,TEK6LED-C-580-80-35-S-4-W-UNV-DP-1-TB15,TEK6LED,Order Flagged
75799-24,,Rajithan,Regular,FALSE,75799,High Priority,24,1,0,1515,"E, 17'6""","BMPRLED-400-80-35-RG2-17'6""-W-UNV-DP-1-DS-TS(1)",21.01.2019,18.5,Machine Shop Started,"Going to Washington, DC - Must Ship on Jan 21st - Urgent! NO BUFFER!!!",,,,FALSE,,A - Regular,15,2,,,,,NO,Machine Shop Started,Material+Housing,,0,1,Partial Order,0,FALSE,0,0.308333333,0:16:50,9.25,757.5,2,18.50,1515.00,- ,Machine Shop Started,0,2,FALSE,FALSE,,,"BMPRLED-400-80-35-RG2-17'6""-W-UNV-DP-1-DS-TS(1)",BMPRLED,Order Flagged
73541-2,,George,Regular,FALSE,73541,Regular,2,2,0,1512,G-12',SCR-500-80-40-2M-12-W-UNV-DP-1-TB15,24.01.2019,15,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,12,2,4,,Picked - Complete,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,1,Partial Order,0,FALSE,0,0.25,0:13:39,7.5,756,2,15.00,1512.00,- ,Scheduled/Released,0,2,FALSE,FALSE,,,SCR-500-80-40-2M-12-W-UNV-DP-1-TB15,SCR,
74294-4,,Joshua,Regular,FALSE,74294,Regular,4,4,0,13000,L20A,CCH-SL-700-90-TC1680-CP(26)-W-UNV-DMX-1-C,08.01.2019,141.68,Machine Shop Started,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,27.12.2018,03.01.2019,FALSE,,A - Regular,1,32,32,Picked - Complete,Picked - Complete,Picked - Complete,NO,Machine Shop Started,+lens,,1,1,Partial Order,0,FALSE,0,2.361333333,2:08:56,4.4275,406.25,32,141.68,13000.00,- ,Machine Shop Started,0,32,TRUE,TRUE,InProg,,CCH-SL-700-90-TC1680-CP(26)-W-UNV-DMX-1-C,CCH,Order Flagged
74294-9,,Joshua,Regular,FALSE,74294,Regular,9,1,0,730,L23-A,"SCRPAT-OPR-90(3)-500-80-40-FL-10' 5/16""-NL-W-UNV-DP-1-DF",08.01.2019,30,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,27.12.2018,03.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,1,1,Partial Order,0,FALSE,0,0.5,0:27:18,10,243.3333333,3,30.00,730.00,- ,Machine Shop Finished,0,3,TRUE,TRUE,Ready,Done,"SCRPAT-OPR-90(3)-500-80-40-FL-10' 5/16""-NL-W-UNV-DP-1-DF",SCRPAT,Order Flagged
74294-10,,Joshua,Regular,FALSE,74294,Regular,10,1,0,600,L23-B,"SCRPAT-OPR-90(3)-500-80-40-FL-9' 5 7/8""-NL-W-UNV-DP-1-DF",08.01.2019,20,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,27.12.2018,03.01.2019,TRUE,,A - Regular,1,2,2,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,Missing info. In SD,TRUE,,0.333333333,0:18:12,10,300,2,20.00,600.00,- ,Machine Shop Finished,0,2,TRUE,TRUE,Ready,Done,"SCRPAT-OPR-90(3)-500-80-40-FL-9' 5 7/8""-NL-W-UNV-DP-1-DF",SCRPAT,Order Flagged
74294-11,,Joshua,Regular,FALSE,74294,Regular,11,1,0,5320,L23-C,"SCRPAT-OPR-90(10)-500-80-40-FL-63' 9 5/16""-NL-W-UNV-DP-1-DF",08.01.2019,60,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,27.12.2018,03.01.2019,TRUE,,A - Regular,1,13,9,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,Wrong info. In SD,TRUE,,1,0:54:36,4.615384615,409.2307692,13,60.00,5320.00,- ,Machine Shop Finished,0,13,TRUE,TRUE,Ready,Done,"SCRPAT-OPR-90(10)-500-80-40-FL-63' 9 5/16""-NL-W-UNV-DP-1-DF",SCRPAT,Order Flagged
74294-12,,Joshua,Regular,FALSE,74294,Regular,12,1,0,5320,L23-D,"SCRPAT-OPR-90(10)-500-80-40-FL-54' 6 7/16""-NL-W-UNV-DP-1-DF",08.01.2019,60,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,27.12.2018,03.01.2019,TRUE,,A - Regular,1,12,8,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,Wrong info. In SD,TRUE,,1,0:54:36,5,443.3333333,12,60.00,5320.00,- ,Machine Shop Finished,0,12,TRUE,TRUE,Ready,Done,"SCRPAT-OPR-90(10)-500-80-40-FL-54' 6 7/16""-NL-W-UNV-DP-1-DF",SCRPAT,Order Flagged
74294-13,,Joshua,Regular,FALSE,74294,Regular,13,1,0,900,L23-E,"SCRPAT-OPR-90(3)-500-80-40-FL-14' 6 3/4""-NL-W-UNV-DP-1-DF",08.01.2019,25,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,27.12.2018,03.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,0,FALSE,0,0.416666667,0:22:45,8.333333333,300,3,25.00,900.00,- ,Machine Shop Finished,0,3,TRUE,TRUE,Ready,Done,"SCRPAT-OPR-90(3)-500-80-40-FL-14' 6 3/4""-NL-W-UNV-DP-1-DF",SCRPAT,Order Flagged
74294-14,,Joshua,Regular,FALSE,74294,Regular,14,1,0,780,L23-F,"SCRPAT-OPR-90(3)-500-80-40-FL-11' 7 1/2""-NL-W-UNV-DP-1-DF",08.01.2019,30,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,27.12.2018,03.01.2019,FALSE,,A - Regular,1,3,3,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,0,FALSE,0,0.5,0:27:18,10,260,3,30.00,780.00,- ,Machine Shop Finished,0,3,TRUE,TRUE,Ready,Done,"SCRPAT-OPR-90(3)-500-80-40-FL-11' 7 1/2""-NL-W-UNV-DP-1-DF",SCRPAT,Order Flagged
74294-15,,Joshua,Regular,FALSE,74294,Regular,15,1,0,5882.35,L31,STFC-I(22-175)-DSO(22-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,08.01.2019,64,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,,,TRUE,,A - Regular,7,8,12,,Picked - Complete,,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,Shortage,TRUE,,1.066666667,0:58:14,8,735.29375,8,64.00,5882.35,- ,Machine Shop Finished,0,8,TRUE,TRUE,,Done,STFC-I(22-175)-DSO(22-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,STFC,Order Flagged
74294-16,,Joshua,Regular,FALSE,74294,Regular,16,1,0,5418.82,L32,STFC-I(28-175)-DSO(28-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,08.01.2019,64,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,,,FALSE,,A - Regular,7,8,16,,Picked - Complete,,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,Others,FALSE,Others,1.066666667,0:58:14,8,677.3525,8,64.00,5418.82,- ,Machine Shop Finished,0,8,TRUE,TRUE,,Done,STFC-I(28-175)-DSO(28-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,STFC,Order Flagged
74294-17,,Joshua,Regular,FALSE,74294,Regular,17,1,0,5882.35,L33,STFC-I(22-175)-DSO(22-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,08.01.2019,64,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,,,FALSE,,A - Regular,7,8,12,,Picked - Complete,,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,0,FALSE,0,1.066666667,0:58:14,8,735.29375,8,64.00,5882.35,- ,Machine Shop Finished,0,8,TRUE,TRUE,,Done,STFC-I(22-175)-DSO(22-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,STFC,Order Flagged
74294-18,,Joshua,Regular,FALSE,74294,Regular,18,1,0,5882.35,L34,STFC-I(22-175)-DSO(22-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,08.01.2019,64,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,,,FALSE,,A - Regular,7,8,12,,Picked - Complete,,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,0,FALSE,0,1.066666667,0:58:14,8,735.29375,8,64.00,5882.35,- ,Machine Shop Finished,0,8,TRUE,TRUE,,Done,STFC-I(22-175)-DSO(22-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,STFC,Order Flagged
74294-19,,Joshua,Regular,FALSE,74294,Regular,19,1,0,5882.35,L35,STFC-I(22-175)-DSO(22-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,08.01.2019,64,Machine Shop Finished,PLEASE ENSURE LINES 20 & 21 (MOUNTING PARTS FOR SKETCH) ARE SHIPPED WITH ORDER.,Picked - Complete,,,FALSE,,A - Regular,7,8,12,,Picked - Complete,,OK,Machine Shop Finished -Ready,,,0,1,Partial Order,0,FALSE,0,1.066666667,0:58:14,8,735.29375,8,64.00,5882.35,- ,Machine Shop Finished,0,8,TRUE,TRUE,,Done,STFC-I(22-175)-DSO(22-200)-80-40-AL(6)+AX(1)-W-UNV-MD-1-CA(36)-RC,STFC,Order Flagged
78349-1,,Anil,Replacement,FALSE,78349,Regular,1,4,400,400,F/FE/24/P3 - 2FT SECTIONS,BBRLED-600-80-35-FL-2'-W-UNV-DP-1-DF-C(JOINING TO EXISTING FIXTURES ON SITE - SEE PDF ATTACHED),17.01.2019,10,Machine Shop Finished,,,11.01.2019,,FALSE,,C - Small,12,4,8,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,,1,#REF!,Complete,Others,TRUE,,0.166666667,0:09:06,2.5,100,4,10.00,400.00,- ,Machine Shop Finished,0,4,TRUE,TRUE,,Done,BBRLED-600-80-35-FL-2'-W-UNV-DP-1-DF-C(JOINING TO EXISTING FIXTURES ON SITE - SEE PDF ATTACHED),BBRLED,
77708-1,,Philip,Regular,FALSE,77708,Regular,1,18,0,3960,F34,"SP18462-SLLED-SL 55/45-1000-90-30-VL-4'0""-W-UNV-DP-1-CA(144)",16.01.2019,81,Machine Shop Finished,,Picked - Complete,09.01.2019,15.01.2019,FALSE,,C - Small,4,18,36,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,16.01.2019,1,#REF!,Complete,0,FALSE,0,1.35,1:13:43,4.5,220,18,81.00,3960.00,16.01.2019,Machine Shop Finished,0,18,TRUE,TRUE,,Done,SLLED-SL 55/45-1000-90-30-VL-4,SLLED,
76937-1,,JessicaP,Regular,FALSE,76937,Regular,1,3,0,5170.2,LT01,STFC-I(20'-1000)-NO-80-35-BYP(1)-W-120-MD-1-CA(36)-RC,29.01.2019,48,Scheduled/Released,,,,,FALSE,,C - Small,7,9,15,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,#REF!,Complete,0,FALSE,0,0.8,0:43:41,5.333333333,574.4666667,9,48.00,5170.20,- ,Scheduled/Released,0,9,FALSE,FALSE,,,STFC-I(20'-1000)-NO-80-35-BYP(1)-W-120-MD-1-CA(36)-RC,STFC,
