Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
78406-2,,JoeB,Regular,FALSE,78406,High Priority,2,20,0,5300,LF-14,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-FW(6),24.01.2019,60,Machine Shop Started,"Material to be on the jobsite by 2/1/2019.
Will need to expedite",,,,FALSE,,A - Regular,10,20,20,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,1,1:00:00,3,265,20,60.00,5300.00,- ,Machine Shop Started,0,20,#N/A,#N/A,#N/A,#N/A,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-FW(6),AULED,
78406-3,,JoeB,Regular,FALSE,78406,High Priority,3,5,0,2225,LF-14 EM,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-B1(BSL310LP)-FW(6),24.01.2019,32.5,Machine Shop Started,"Material to be on the jobsite by 2/1/2019.
Will need to expedite",,,,FALSE,,A - Regular,10,5,5,,,,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.541666667,0:32:30,6.5,445,5,32.50,2225.00,- ,Machine Shop Started,0,5,#N/A,#N/A,#N/A,#N/A,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-B1(BSL310LP)-FW(6),AULED,
78575-1,,RobertL,Replacement,FALSE,78575,High Priority,1,6,1926,1926,"FT-4'6""X10'6"" REC #5-#10",CCH-SL-900-80-30-CP(6)-W-UNV-LT(LDE5)-1-C,25.01.2019,27,Scheduled/Released,"DRAWINGS ONLY SHOWED 1 DIRECTION OF CORNER AS RIGHT
NEED TO MAKE THE 1' X 2' LEFT
ROCKEFELLER",Picked - Complete,,,FALSE,,C - Small,12,6,6,,,,NO,Scheduled/Released,Material+lens+Housing,,1,1,Partial Order,0,FALSE,0,0.45,0:24:34,4.5,321,6,27.00,1926.00,- ,Scheduled/Released,0,6,FALSE,FALSE,,,CCH-SL-900-80-30-CP(6)-W-UNV-LT(LDE5)-1-C,CCH,
77780-1,,Rohan,Regular,FALSE,77780,Regular,1,1,0,770,"F5A-10'-6""","SCPLED-1000-90-30-FL-10' 6""-W-UNV-DP-1-DF",24.01.2019,9.1,Scheduled/Released,NEEDED ON-SITE ASAP,Picked - Complete,,,FALSE,,C - Small,12,1,2,,Picked - Complete,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,1,Partial Order,0,FALSE,0,0.151666667,0:08:17,9.1,770,1,9.10,770.00,- ,Scheduled/Released,0,1,FALSE,FALSE,,,"SCPLED-1000-90-30-FL-10' 6""-W-UNV-DP-1-DF",SCPLED,
75664-12,,Gagandeep,Regular,FALSE,75664,Regular,12,1,0,3710,"FR-11'10""X40'9-3/4""",STSFF-SO(52-400)-90-27-AL(1)-BLK-UNV-MD-1-S,04.01.2019,42,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,7,8,9,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,+Cartridge,,1,#REF!,Complete,Shortage,FALSE,Shortage,0.7,0:38:13,5.25,463.75,8,42.00,3710.00,- ,Machine Shop Finished,0,8,TRUE,TRUE,,Done,STSFF-SO(52-400)-90-27-AL(1)-BLK-UNV-MD-1-S,STSFF,Order Flagged
70634-1,,Gagandeep,Regular,FALSE,70634,High Priority,1,1,0,12320,LF05-110' INSIDE,SP18083-CCH-SL-1100-80-2740-CP(110)-W-120-O(DMX)-2-C,01.02.2019,280.77,Machine Shop Started,Ship complete,Picked - Complete,,,FALSE,,C - Small,4,20,43,,,,NO,Machine Shop Started,Material+lens+Housing,,1,#REF!,Complete,Others,FALSE,Others,4.6795,4:15:30,14.0385,616,20,280.77,12320.00,- ,Machine Shop Started,0,20,FALSE,FALSE,,,CCH-SL-1100-80-2740-CP(110)-W-,CCH,Order Flagged
70634-2,,Gagandeep,Regular,FALSE,70634,High Priority,2,1,0,12992,LF05-116' INSIDE,SP18083-CCH-SL-1100-80-2740-CP(116)-W-120-O(DMX)-2-C,01.02.2019,374.74,Machine Shop Started,Ship complete,Picked - Complete,,,FALSE,,C - Small,4,28,62,,,,NO,Machine Shop Started,Material+lens+Housing,,0,#REF!,Complete,Others,FALSE,Others,6.245666667,5:41:01,13.38357143,464,28,374.74,12992.00,- ,Machine Shop Started,0,28,FALSE,FALSE,,,CCH-SL-1100-80-2740-CP(116)-W-,CCH,Order Flagged
70634-3,,Gagandeep,Regular,FALSE,70634,High Priority,3,1,0,12320,LF05-110' OUTSIDE,SP18083-CCH-SL-1100-80-2740-CP(110)-W-120-O(DMX)-2-C,01.02.2019,280.77,Machine Shop Started,Ship complete,Picked - Complete,,,FALSE,,C - Small,4,21,44,,,,NO,Machine Shop Started,Material+lens+Housing,,0,#REF!,Complete,0,FALSE,0,4.6795,4:15:30,13.37,586.6666667,21,280.77,12320.00,- ,Machine Shop Started,0,21,FALSE,FALSE,,,CCH-SL-1100-80-2740-CP(110)-W-,CCH,Order Flagged
70634-4,,Gagandeep,Regular,FALSE,70634,High Priority,4,1,0,12992,LF05-116' OUTSIDE,SP18083-CCH-SL-1100-80-2740-CP(116)-W-120-O(DMX)-3-C,01.02.2019,471.77,Machine Shop Started,Ship complete,Picked - Complete,,,FALSE,,C - Small,4,28,62,,,,NO,Machine Shop Started,Material+lens+Housing,,0,#REF!,Complete,0,FALSE,0,7.862833333,7:09:19,16.84892857,464,28,471.77,12992.00,- ,Machine Shop Started,0,28,FALSE,FALSE,,,CCH-SL-1100-80-2740-CP(116)-W-,CCH,Order Flagged
78157-1,,stanb,Regular,FALSE,78157,High Priority,1,10,0,4200,R7-6,BSLED-500-90-35-SO-6-BLK-UNV-DP-1-S,29.01.2019,70,Scheduled/Released,,,,,FALSE,,A - Regular,12,10,10,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,1,#REF!,Complete,0,FALSE,0,1.166666667,1:03:42,7,420,10,70.00,4200.00,- ,Scheduled/Released,0,10,FALSE,FALSE,,,BSLED-500-90-35-SO-6-BLK-UNV-DP-1-S,BSLED,
78157-2,,stanb,Regular,FALSE,78157,High Priority,2,5,0,2300,R7E-6,BSLED-500-90-35-SO-6-BLK-UNV-DP-1+E(1)-S,29.01.2019,41.5,Scheduled/Released,,,,,FALSE,,A - Regular,12,5,10,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.691666667,0:37:46,8.3,460,5,41.50,2300.00,- ,Scheduled/Released,0,5,FALSE,FALSE,,,BSLED-500-90-35-SO-6-BLK-UNV-DP-1+E(1)-S,BSLED,
78157-3,,stanb,Regular,FALSE,78157,High Priority,3,2,0,560,R7-4,BSLED-500-90-35-SO-4-BLK-UNV-DP-1-S,29.01.2019,10,Scheduled/Released,,,,,FALSE,,A - Regular,12,2,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.166666667,0:09:06,5,280,2,10.00,560.00,- ,Scheduled/Released,0,2,FALSE,FALSE,,,BSLED-500-90-35-SO-4-BLK-UNV-DP-1-S,BSLED,
78157-4,,stanb,Regular,FALSE,78157,High Priority,4,1,0,320,R7E-4,BSLED-500-90-35-SO-4-BLK-UNV-DP-E(1)-S,29.01.2019,6,Scheduled/Released,,,,,FALSE,,A - Regular,12,1,1,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.1,0:05:28,6,320,1,6.00,320.00,- ,Scheduled/Released,0,1,FALSE,FALSE,,,BSLED-500-90-35-SO-4-BLK-UNV-DP-E(1)-S,BSLED,
77157-1,,Jessica,Regular,FALSE,77157,Regular,1,1,0,2025.15,G1,STFC-NO-DML(12'-225)-80-40-AH(6)-W-UNV-MD-1-CA(48)-RC,10.01.2019,33,Wiring Started,,Picked - Complete,28.12.2018,15.01.2019,TRUE,,C - Small,7,6,6,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,1,#REF!,Complete,Shortage,TRUE,,0.55,0:30:02,5.5,337.525,6,33.00,2025.15,16.01.2019,Wiring Started,6,0,TRUE,TRUE,,Done,STFC-NO-DML(12'-225)-80-40-AH(6)-W-UNV-MD-1-CA(48)-RC,STFC,
77157-2,,Jessica,Regular,FALSE,77157,Regular,2,1,0,2752.13,G2-CA,STFC-NO-DML(18'-225)-80-40-AH(6)-W-UNV-MD-1-CA(48)-RC,10.01.2019,48,Wiring Started,,Picked - Complete,28.12.2018,15.01.2019,TRUE,,C - Small,7,6,6,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,Others,TRUE,,0.8,0:43:41,8,458.6883333,6,48.00,2752.13,16.01.2019,Wiring Started,0,6,TRUE,TRUE,,Done,STFC-NO-DML(18'-225)-80-40-AH(6)-W-UNV-MD-1-CA(48)-RC,STFC,
77157-3,,Jessica,Regular,FALSE,77157,Regular,3,3,0,12981.72,G3,STFC-NO-DML(28'-225)-80-40-AH(6)+AL(2)-W-UNV-MD-1-CT9(48)-RC,10.01.2019,129,Wiring Started,,Picked - Complete,28.12.2018,15.01.2019,TRUE,,C - Small,7,24,24,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,Others,TRUE,,2.15,1:57:23,5.375,540.905,24,129.00,12981.72,16.01.2019,Wiring Started,0,24,TRUE,TRUE,,Done,STFC-NO-DML(28'-225)-80-40-AH(6)+AL(2)-W-UNV-MD-1-CT9(48)-RC,STFC,
77157-4,,Jessica,Regular,FALSE,77157,Regular,4,2,0,2215.56,P1,BBDLED-400-80-40-SO-4'-W-UNV-DP-1-CA(48),10.01.2019,10.8,Wiring Started,,Picked - Complete,28.12.2018,15.01.2019,TRUE,,C - Small,7,2,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,Others,TRUE,,0.18,0:09:50,5.4,1107.78,2,10.80,2215.56,16.01.2019,Wiring Started,0,2,TRUE,TRUE,,Done,BBDLED-400-80-40-SO-4'-W-UNV-DP-1-CA(48),BBDLED,
77157-5,,Jessica,Regular,FALSE,77157,Regular,5,3,0,3323.31,P1 EM,BBDLED-400-80-40-SO-4'-W-UNV-DP-1-CA(48),10.01.2019,16.2,Wiring Started,,Picked - Complete,28.12.2018,15.01.2019,FALSE,,C - Small,7,3,3,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.27,0:14:45,5.4,1107.77,3,16.20,3323.31,16.01.2019,Wiring Started,0,3,TRUE,TRUE,,Done,BBDLED-400-80-40-SO-4'-W-UNV-DP-1-CA(48),BBDLED,
77157-6,,Jessica,Regular,FALSE,77157,Regular,6,1,0,2752.13,G2-CT9,STFC-NO-DML(18'-225)-80-40-AH(6)-W-UNV-MD-1-CT9(48)-RC,10.01.2019,33,Wiring Started,,Picked - Complete,28.12.2018,15.01.2019,FALSE,,C - Small,7,6,6,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.55,0:30:02,5.5,458.6883333,6,33.00,2752.13,16.01.2019,Wiring Started,0,6,TRUE,TRUE,,Done,STFC-NO-DML(18'-225)-80-40-AH(6)-W-UNV-MD-1-CT9(48)-RC,STFC,
78092-1,,Rohan,Regular,FALSE,78092,Regular,1,2,0,1320,"TC, 11' 6"", 100-L","BBPRLED-750-80-30-RG3-11' 6""-W-UNV-DP-1-TG9",17.01.2019,10,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,2,6,,,Picked - Complete,OK,Wiring Started,,16.01.2019,1,#REF!,Complete,0,FALSE,0,0.166666667,0:09:06,5,660,2,10.00,1320.00,16.01.2019,Wiring Started,1,1,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-11' 6""-W-UNV-DP-1-TG9",BBPRLED,
78092-2,,Rohan,Regular,FALSE,78092,Regular,2,1,0,1265,"TC, 22' 10"", 200-C4","BBPRLED-750-80-30-RG3-22' 10""-W-UNV-DP-1-TG9",17.01.2019,10,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,2,6,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.166666667,0:09:06,5,632.5,2,10.00,1265.00,16.01.2019,Wiring Started,0,2,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-22' 10""-W-UNV-DP-1-TG9",BBPRLED,
78092-3,,Rohan,Regular,FALSE,78092,Regular,3,1,0,1265,"TC, 22' 7"", 400-C3","BBPRLED-750-80-30-RG3-22' 7""-W-UNV-DP-1-TG9",17.01.2019,10,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,2,6,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.166666667,0:09:06,5,632.5,2,10.00,1265.00,16.01.2019,Wiring Started,0,2,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-22' 7""-W-UNV-DP-1-TG9",BBPRLED,
78092-4,,Rohan,Regular,FALSE,78092,Regular,4,1,0,1375,"TC, 24' 8"", 200-C3","BBPRLED-750-80-30-RG3-24' 8""-W-UNV-DP-1-TG9",17.01.2019,12,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,3,6,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.2,0:10:55,4,458.3333333,3,12.00,1375.00,16.01.2019,Wiring Started,2,1,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-24' 8""-W-UNV-DP-1-TG9",BBPRLED,
78092-5,,Rohan,Regular,FALSE,78092,Regular,5,1,0,1375,"TC, 24' 8"", 300-C4","BBPRLED-750-80-30-RG3-24' 8""-W-UNV-DP-1-TG9",17.01.2019,12,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,3,6,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.2,0:10:55,4,458.3333333,3,12.00,1375.00,16.01.2019,Wiring Started,2,1,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-24' 8""-W-UNV-DP-1-TG9",BBPRLED,
78092-6,,Rohan,Regular,FALSE,78092,Regular,6,1,0,440,"TC, 7' 6"", 115D","BBPRLED-750-80-30-RG3-7' 6""-W-UNV-DP-1-TG9",17.01.2019,3,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,2,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.05,0:02:44,3,440,1,3.00,440.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-7' 6""-W-UNV-DP-1-TG9",BBPRLED,
78092-7,,Rohan,Regular,FALSE,78092,Regular,7,1,0,495,"TC, 8' 9"", 115D","BBPRLED-750-80-30-RG3-8' 9""-W-UNV-DP-1-TG9",17.01.2019,5,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,2,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.083333333,0:04:33,5,495,1,5.00,495.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-8' 9""-W-UNV-DP-1-TG9",BBPRLED,
78092-8,,Rohan,Regular,FALSE,78092,Regular,8,1,0,550,"TC, 9' 11"", 115D","BBPRLED-750-80-30-RG3-9' 11""-W-UNV-DP-1-TG9",17.01.2019,5,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,2,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.083333333,0:04:33,5,550,1,5.00,550.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-9' 11""-W-UNV-DP-1-TG9",BBPRLED,
78092-9,,Rohan,Regular,FALSE,78092,Regular,9,2,0,1760,"TC-2, 15' 4"", 100-F","BBPRLED-750-80-30-RG3-15' 4""-W-UNV-DP-1-DS",17.01.2019,14,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,4,8,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.233333333,0:12:44,3.5,440,4,14.00,1760.00,16.01.2019,Wiring Started,4,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-15' 4""-W-UNV-DP-1-DS",BBPRLED,
78092-10,,Rohan,Regular,FALSE,78092,Regular,10,1,0,220,"TC-2, 3' 7"", G132","BBPRLED-750-80-30-RG3-3' 7""-W-UNV-DP-1-DS",17.01.2019,2,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,1,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.033333333,0:01:49,2,220,1,2.00,220.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-3' 7""-W-UNV-DP-1-DS",BBPRLED,
78092-11,,Rohan,Regular,FALSE,78092,Regular,11,1,0,275,"TC-2, 4' 6 1/4"", 400-C2","BBPRLED-750-80-30-RG3- 4' 6 1/4""-W-UNV-DP-1-DS",17.01.2019,3,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,1,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.05,0:02:44,3,275,1,3.00,275.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3- 4' 6 1/4""-W-UNV-DP-1-DS",BBPRLED,
78092-12,,Rohan,Regular,FALSE,78092,Regular,12,1,0,275,"TC-2, 4' 6"", 100-C1F","BBPRLED-750-80-30-RG3-4' 6""-W-UNV-DP-1-DS",17.01.2019,3,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,1,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.05,0:02:44,3,275,1,3.00,275.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-4' 6""-W-UNV-DP-1-DS",BBPRLED,
78092-13,,Rohan,Regular,FALSE,78092,Regular,13,1,0,275,"TC-2, 5', 200-C2",BBPRLED-750-80-30-RG3-5'-W-UNV-DP-1-DS,17.01.2019,3,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,1,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.05,0:02:44,3,275,1,3.00,275.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BBPRLED-750-80-30-RG3-5'-W-UNV-DP-1-DS,BBPRLED,
78092-14,,Rohan,Regular,FALSE,78092,Regular,14,1,0,275,"TC-2, 5', 300-C2",BBPRLED-750-80-30-RG3-5'-W-UNV-DP-1-DS,17.01.2019,3,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,1,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.05,0:02:44,3,275,1,3.00,275.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,,Done,BBPRLED-750-80-30-RG3-5'-W-UNV-DP-1-DS,BBPRLED,
78092-15,,Rohan,Regular,FALSE,78092,Regular,15,1,0,275,"TC-2, 5', G132",BBPRLED-750-80-30-RG3-5'-W-UNV-DP-1-DS,17.01.2019,3,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,1,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.05,0:02:44,3,275,1,3.00,275.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,BBPRLED-750-80-30-RG3-5'-W-UNV-DP-1-DS,BBPRLED,
78092-16,,Rohan,Regular,FALSE,78092,Regular,16,1,0,330,"TC-2, 5' 3"", 400-C2","BBPRLED-750-80-30-RG3-5' 3""-W-UNV-DP-1-DS",17.01.2019,3,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,2,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.05,0:02:44,3,330,1,3.00,330.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-5' 3""-W-UNV-DP-1-DS",BBPRLED,
78092-17,,Rohan,Regular,FALSE,78092,Regular,17,1,0,330,"TC-2, 5' 8 3/4"", G100-C4","BBPRLED-750-80-30-RG3-5' 8 3/4""-W-UNV-DP-1-DS",17.01.2019,3,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,2,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.05,0:02:44,3,330,1,3.00,330.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-5' 8 3/4""-W-UNV-DP-1-DS",BBPRLED,
78092-18,,Rohan,Regular,FALSE,78092,Regular,18,1,0,495,"TC-2, 8' 10"", B100-C1 COVE","BBPRLED-750-80-30-RG3-8' 10""-W-UNV-DP-1-DS",17.01.2019,5,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,2,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.083333333,0:04:33,5,495,1,5.00,495.00,16.01.2019,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-750-80-30-RG3-8' 10""-W-UNV-DP-1-DS",BBPRLED,
78092-19,,Rohan,Regular,FALSE,78092,Regular,19,1,0,550,"TT, 10', CHORUS","BBDILED-771-694-80-30-SO-10'-W-UNV-DP-2-CA(36"")+SM",17.01.2019,18,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,4,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.3,0:16:23,18,550,1,18.00,550.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-10'-W-UNV-DP-2-CA(36"")+SM",BBDILED,
78092-20,,Rohan,Regular,FALSE,78092,Regular,20,1,0,660,"TT, 12', BAND","BBDILED-771-694-80-30-SO-12'-W-UNV-DP-2-CA(36"")+SM",17.01.2019,18,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,1,6,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.3,0:16:23,18,660,1,18.00,660.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-12'-W-UNV-DP-2-CA(36"")+SM",BBDILED,
78092-21,,Rohan,Regular,FALSE,78092,Regular,21,1,0,770,"TT, 14', CHORUS","BBDILED-771-694-80-30-SO-14'-W-UNV-DP-2-CA(36"")+SM",17.01.2019,26,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,2,8,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.433333333,0:23:40,13,385,2,26.00,770.00,16.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-14'-W-UNV-DP-2-CA(36"")+SM",BBDILED,
78092-22,,Rohan,Regular,FALSE,78092,Regular,22,1,0,770,"TT, 14', G136","BBDILED-771-694-80-30-SO-14'-W-UNV-DP-2-CA(60"")+SM",17.01.2019,26,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,2,8,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.433333333,0:23:40,13,385,2,26.00,770.00,16.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-14'-W-UNV-DP-2-CA(60"")+SM",BBDILED,
78092-23,,Rohan,Regular,FALSE,78092,Regular,23,1,0,880,"TT, 16', CHORUS","BBDILED-771-694-80-30-SO-16'-W-UNV-DP-2-CA(36"")+SM",17.01.2019,26,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,2,8,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.433333333,0:23:40,13,440,2,26.00,880.00,16.01.2019,Wiring Started,2,0,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-16'-W-UNV-DP-2-CA(36"")+SM",BBDILED,
78092-24,,Rohan,Regular,FALSE,78092,Regular,24,1,0,1100,"TT, 20', CHORUS","BBDILED-771-694-80-30-SO-20'-W-UNV-DP-2-CA(36"")+SM",17.01.2019,30,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,2,8,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.5,0:27:18,15,550,2,30.00,1100.00,16.01.2019,Wiring Started,0,2,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-20'-W-UNV-DP-2-CA(36"")+SM",BBDILED,
78092-25,,Rohan,Regular,FALSE,78092,Regular,25,1,0,1320,"TT, 24', G136","BBDILED-771-694-80-30-SO-24'-W-UNV-DP-2-CA(108"")+SM",17.01.2019,34,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,2,12,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.566666667,0:30:56,17,660,2,34.00,1320.00,16.01.2019,Wiring Started,0,2,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-24'-W-UNV-DP-2-CA(108"")+SM",BBDILED,
78092-26,,Rohan,Regular,FALSE,78092,Regular,26,5,0,7150,"TT, 26', BAND","BBDILED-771-694-80-30-SO-26'-W-UNV-DP-2-CA(36"")+SM",17.01.2019,210,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,15,70,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,3.5,3:11:06,14,476.6666667,15,210.00,7150.00,16.01.2019,Wiring Started,10,5,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-26'-W-UNV-DP-2-CA(36"")+SM",BBDILED,
78092-27,,Rohan,Regular,FALSE,78092,Regular,27,1,0,1650,"TT, 30', G136","BBDILED-771-694-80-30-SO-30'-W-UNV-DP-2-CA(156"")+SM",17.01.2019,46,Wiring Started,,Picked - Complete,09.01.2019,,FALSE,,A - Regular,4,3,16,,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.766666667,0:41:52,15.33333333,550,3,46.00,1650.00,16.01.2019,Wiring Started,0,3,TRUE,TRUE,,Done,"BBDILED-771-694-80-30-SO-30'-W-UNV-DP-2-CA(156"")+SM",BBDILED,
